BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
137,1370,Burrum,Elliott River,13700115B,No,4,1,,,,,-24.8424,152.4699
137,1370,Burrum,Elliott River,13700175A,No,4,1,,,,,-24.9014,152.4129
137,1370,Burrum,Elliott River,13700175B,No,4,1,,,,,-24.9014,152.4129
137,1370,Burrum,Elliott River,13700202A,Yes,4,1,,,,,-24.9730,152.4242
137,1370,Burrum,Elliott River,13700202B,Yes,4,1,,,,,-24.9730,152.4242
137,1370,Burrum,Elliott River,13700242A,No,4,1,,,,,-24.9397,152.3671
137,1370,Burrum,Elliott River,13700029A,No,2,1,,,Yes,,-25.0098,152.4470
137,1371,Burrum,Gregory River,13710009A,No,3,1,,,,,-25.2367,152.3219
137,1370,Burrum,Elliott River,13700013A,No,4,1,,,,,-24.9792,152.4588
137,1370,Burrum,Elliott River,13700250A,No,12,1,,,Yes,,-24.9597,152.4204
137,1370,Burrum,Elliott River,13700216A,No,2,1,,,Yes,,-25.0557,152.2300
137,1370,Burrum,Elliott River,13700014A,No,12,1,,,,,-24.9999,152.3498
137,1370,Burrum,Elliott River,13700040A,No,4,1,,,,,-24.9553,152.4779
137,1370,Burrum,Elliott River,13700205B,Yes,4,1,,,,,-24.8524,152.4509
137,1370,Burrum,Elliott River,13700205A,Yes,4,1,Yes,,,,-24.8524,152.4509
137,1370,Burrum,Elliott River,13700246A,No,12,1,Yes,,,,-24.9527,152.3619
137,1371,Burrum,Gregory River,13710037A,No,4,1,,,,,-25.0711,152.2970
137,1370,Burrum,Elliott River,13700168A,Yes,4,1,,,,,-24.9103,152.4622
137,1370,Burrum,Elliott River,13700066A,No,4,1,,,,,-24.9668,152.3325
137,1370,Burrum,Elliott River,13700186A,Yes,4,1,Yes,,,,-24.9738,152.4319
137,1370,Burrum,Elliott River,13700230A,No,4,1,,,,,-24.8967,152.4600
137,1370,Burrum,Elliott River,13700222A,No,4,1,,,,,-25.0394,152.2924
137,1370,Burrum,Elliott River,13700207A,Yes,4,1,,,,,-24.9253,152.4566
137,1370,Burrum,Elliott River,13700067A,No,12,1,,,,,-24.9847,152.3295
137,1370,Burrum,Elliott River,13700108A,No,12,1,,,,,-24.7929,152.4327
137,1370,Burrum,Elliott River,13700159A,Yes,4,1,,,,,-24.9270,152.4711
137,1370,Burrum,Elliott River,13700048A,No,4,1,,,,,-25.0379,152.3421
137,1370,Burrum,Elliott River,13700154A,No,4,1,,,,,-24.9998,152.3677
137,1370,Burrum,Elliott River,13700154B,No,4,1,,,,,-24.9998,152.3677
137,1370,Burrum,Elliott River,13700170A,Yes,4,1,,,,,-24.9083,152.4371
137,1370,Burrum,Elliott River,13700210A,No,4,1,,,,,-24.9197,152.3626
137,1370,Burrum,Elliott River,13700224A,No,4,1,,,,,-25.0227,152.3385
137,1370,Burrum,Elliott River,13700218A,No,4,1,,,,,-25.0570,152.2076
137,1370,Burrum,Elliott River,13700241A,No,2,1,,,Yes,,-24.9952,152.3332
137,1370,Burrum,Elliott River,13700172A,Yes,4,1,,,,,-24.8086,152.4276
137,1370,Burrum,Elliott River,13700172B,Yes,4,1,,,,,-24.8086,152.4276
137,1371,Burrum,Gregory River,13710038A,No,4,1,,,,,-25.0728,152.2833
137,1371,Burrum,Gregory River,13710038B,No,4,1,,,,,-25.0728,152.2833
137,1370,Burrum,Elliott River,13700204B,Yes,4,1,,,,,-24.8980,152.4688
137,1370,Burrum,Elliott River,13700204A,No,4,1,,,,,-24.8980,152.4688
137,1370,Burrum,Elliott River,13700158A,Yes,4,1,,,,,-24.9098,152.4883
137,1370,Burrum,Elliott River,13700195A,Yes,4,1,,,,,-24.8355,152.4230
137,1370,Burrum,Elliott River,13700195B,Yes,4,1,,,,,-24.8355,152.4230
137,1370,Burrum,Elliott River,13700200A,Yes,12,1,,,,,-24.9320,152.4566
137,1370,Burrum,Elliott River,13700264A,Yes,4,1,,,,,-24.9127,152.4894
137,1371,Burrum,Gregory River,13710036A,No,4,1,,,,,-25.0856,152.3194
137,1371,Burrum,Gregory River,13710002A,No,2,1,,,Yes,,-25.0919,152.3491
137,1370,Burrum,Elliott River,13700044A,No,4,1,,,,,-24.9587,152.4849
137,1370,Burrum,Elliott River,13700249A,No,4,1,,,,,-24.9559,152.4050
137,1370,Burrum,Elliott River,13700024A,No,12,1,,,,,-25.0128,152.3888
137,1370,Burrum,Elliott River,13700045A,No,4,1,,,,,-24.9480,152.4771
137,1371,Burrum,Gregory River,13710049A,No,4,1,,,,,-25.1207,152.2723
137,1370,Burrum,Elliott River,13700169A,No,4,1,,,,,-24.9101,152.4420
137,1370,Burrum,Elliott River,13700236A,No,4,1,,,,,-24.9744,152.3971
137,1371,Burrum,Gregory River,13710055A,No,4,1,,,,,-25.0755,152.3187
137,1371,Burrum,Gregory River,13710057A,No,4,1,,,,,-25.0843,152.2726
137,1370,Burrum,Elliott River,13700096A,No,12,1,,,,,-24.9696,152.3787
137,1370,Burrum,Elliott River,13700212C,No,4,1,,,,,-24.9781,152.4133
137,1370,Burrum,Elliott River,13700212A,No,4,1,,,,,-24.9781,152.4133
137,1370,Burrum,Elliott River,13700212B,No,12,1,,,,,-24.9781,152.4133
137,1370,Burrum,Elliott River,13700252A,No,4,1,,,,,-25.0472,152.3488
137,1370,Burrum,Elliott River,13700259A,No,4,1,,,,,-24.9710,152.3582
137,1370,Burrum,Elliott River,13700179B,No,4,1,,,,,-24.8675,152.4477
137,1370,Burrum,Elliott River,13700179A,No,4,1,,,,,-24.8675,152.4477
137,1370,Burrum,Elliott River,13700229A,No,4,1,,,,,-24.9598,152.4180
137,1370,Burrum,Elliott River,13700140A,No,2,1,,,Yes,,-24.8673,152.4739
137,1370,Burrum,Elliott River,13700234B,No,4,1,,,,,-24.9224,152.3916
137,1370,Burrum,Elliott River,13700234A,No,4,1,,,,,-24.9224,152.3916
137,1370,Burrum,Elliott River,13700026A,No,4,1,,,,,-25.0441,152.3942
137,1371,Burrum,Gregory River,13710053A,No,4,1,,,,,-25.1003,152.2842
137,1371,Burrum,Gregory River,13710052B,No,4,1,,,,,-25.0980,152.2704
137,1371,Burrum,Gregory River,13710052C,No,4,1,,,,,-25.0980,152.2704
137,1371,Burrum,Gregory River,13710052A,No,2,1,,,Yes,,-25.0980,152.2704
137,1370,Burrum,Elliott River,13700023A,No,2,1,,,Yes,,-24.9918,152.3809
137,1370,Burrum,Elliott River,13700180A,Yes,4,1,,,,,-24.8306,152.4669
137,1370,Burrum,Elliott River,13700180B,Yes,4,1,,,,,-24.8306,152.4669
137,1370,Burrum,Elliott River,13700208A,Yes,2,1,,,Yes,,-24.9182,152.4657
137,1370,Burrum,Elliott River,13700184A,No,2,1,,,Yes,,-25.0056,152.3875
137,1370,Burrum,Elliott River,13700063A,No,4,1,,,,,-24.9467,152.3196
137,1370,Burrum,Elliott River,13700101B,No,4,1,Yes,,,,-24.9431,152.4185
137,1370,Burrum,Elliott River,13700101A,No,12,1,,,,,-24.9431,152.4185
137,1370,Burrum,Elliott River,13700167A,Yes,12,1,,,,,-24.8494,152.4700
137,1370,Burrum,Elliott River,13700245A,No,4,1,,,,,-24.9420,152.4001
137,1370,Burrum,Elliott River,13700245B,No,4,1,,,,,-24.9420,152.4001
137,1370,Burrum,Elliott River,13700020A,No,2,1,Yes,,Yes,,-25.0073,152.3801
137,1371,Burrum,Gregory River,13710054A,No,2,1,Yes,,Yes,,-25.0718,152.3016
137,1370,Burrum,Elliott River,13700012A,No,4,1,,,,,-25.0312,152.3920
137,1370,Burrum,Elliott River,13700043A,No,4,1,,,,,-24.9587,152.4849
137,1370,Burrum,Elliott River,13700193A,No,4,1,,,,,-25.0665,152.3180
137,1370,Burrum,Elliott River,13700034A,No,12,1,,,,,-25.0089,152.4079
137,1370,Burrum,Elliott River,13710043A,No,4,1,,,,,-25.1002,152.5482
137,1371,Burrum,Gregory River,13710023A,No,12,1,,,,,-25.1072,152.3019
137,1370,Burrum,Elliott River,13700267A,No,4,1,,,,,-25.0878,152.4037
137,1370,Burrum,Elliott River,13700194A,No,4,1,,,,,-25.0599,152.2985
137,1371,Burrum,Gregory River,13710035A,No,4,1,,,,,-25.0786,152.3310
137,1371,Burrum,Gregory River,13710035B,No,2,1,,,Yes,,-25.0786,152.3310
137,1370,Burrum,Elliott River,13600220A,Yes,4,1,,,,,-24.8249,152.4117
137,1370,Burrum,Elliott River,13600220B,Yes,2,1,Yes,,Yes,,-24.8249,152.4117
137,1370,Burrum,Elliott River,13700232A,No,4,1,,,,,-25.0544,152.3369
137,1370,Burrum,Elliott River,13600009A,No,4,1,,,,,-24.9304,152.3168
137,1370,Burrum,Elliott River,13700098A,No,4,1,,,,,-24.9657,152.4007
137,1370,Burrum,Elliott River,13700181A,Yes,4,1,,,,,-24.8183,152.4545
137,1370,Burrum,Elliott River,13700181B,Yes,4,1,,,,,-24.8183,152.4545
137,1370,Burrum,Elliott River,13700183A,No,4,1,,,,,-24.9267,152.4433
137,1370,Burrum,Elliott River,13700247A,No,4,1,,,,,-24.9543,152.3781
137,1371,Burrum,Gregory River,13710033A,No,2,1,,,Yes,,-25.0660,152.3393
137,1371,Burrum,Gregory River,13710033B,No,4,1,,,,,-25.0660,152.3393
137,1370,Burrum,Elliott River,13700178A,Yes,4,1,,,,,-24.9148,152.4799
137,1370,Burrum,Elliott River,13700225A,No,4,1,,,,,-25.0272,152.3485
137,1370,Burrum,Elliott River,13700225B,No,4,1,,,,,-25.0272,152.3485
137,1370,Burrum,Elliott River,13700142A,No,4,1,,,,,-24.9004,152.4847
137,1371,Burrum,Gregory River,13710001A,No,4,1,,,,,-25.1232,152.3798
137,1370,Burrum,Elliott River,13700089A,No,12,1,,,,,-24.9597,152.4205
137,1370,Burrum,Elliott River,13700233A,No,4,1,,,,,-24.9967,152.4769
137,1370,Burrum,Elliott River,13700039A,No,4,1,,,,,-24.9724,152.4403
137,1370,Burrum,Elliott River,13700176B,No,2,1,,,Yes,,-24.8844,152.4398
137,1370,Burrum,Elliott River,13700176A,No,2,1,,,Yes,,-24.8844,152.4398
137,1370,Burrum,Elliott River,13700219A,No,4,1,,,,,-25.0380,152.3468
137,1370,Burrum,Elliott River,13700219B,No,4,1,,,,,-25.0380,152.3468
137,1370,Burrum,Elliott River,13700253A,Yes,4,1,,,,,-24.7646,152.4139
137,1370,Burrum,Elliott River,13700217A,No,4,1,,,,,-25.0513,152.1901
137,1371,Burrum,Gregory River,13710024A,No,4,1,,,,,-25.1149,152.2874
137,1370,Burrum,Elliott River,13700065A,No,4,1,,,,,-24.9622,152.3244
137,1370,Burrum,Elliott River,13700118A,No,12,1,Yes,,,,-24.8839,152.4670
137,1370,Burrum,Elliott River,13700143A,No,4,1,,,,,-24.9143,152.4780
137,1370,Burrum,Elliott River,13700235A,No,4,1,,,,,-24.9708,152.4090
137,1370,Burrum,Elliott River,13700235B,No,4,1,,,,,-24.9708,152.4090
137,1370,Burrum,Elliott River,13700248A,No,12,1,,,,,-24.9570,152.3899
137,1371,Burrum,Gregory River,13710041A,No,4,1,,,,,-25.0722,152.2793
137,1370,Burrum,Elliott River,13700141B,No,4,1,,,,,-24.8823,152.4761
137,1370,Burrum,Elliott River,13700141A,No,4,1,,,,,-24.8823,152.4761
137,1370,Burrum,Elliott River,13700223A,No,4,1,,,,,-24.9956,152.2601
137,1371,Burrum,Gregory River,13710034A,No,4,1,,,,,-25.0720,152.3393
137,1370,Burrum,Elliott River,13700033A,No,2,1,,,Yes,,-25.0011,152.4056
137,1370,Burrum,Elliott River,13700042A,No,4,1,,,,,-24.9354,152.4808
137,1370,Burrum,Elliott River,13700051A,No,4,1,,,,,-25.0002,152.2591
137,1370,Burrum,Elliott River,13700147A,Yes,4,1,,,,,-24.8054,152.4334
137,1370,Burrum,Elliott River,13700151A,No,12,1,,,,,-25.0497,152.2652
137,1370,Burrum,Elliott River,13700187A,Yes,4,1,,,,,-24.8852,152.4877
137,1370,Burrum,Elliott River,13700161A,No,2,1,,,Yes,,-24.9271,152.4047
137,1370,Burrum,Elliott River,13700097A,No,4,1,,,,,-24.9735,152.3885
137,1370,Burrum,Elliott River,13700157A,Yes,12,1,,,,,-24.9114,152.4769
137,1370,Burrum,Elliott River,13700199A,Yes,4,1,,,,,-24.8405,152.4409
137,1370,Burrum,Elliott River,13700199B,Yes,4,1,Yes,,,,-24.8405,152.4409
137,1371,Burrum,Gregory River,13710008B,No,3,1,,,,,-25.2360,152.3364
137,1371,Burrum,Gregory River,13710008A,No,3,1,Yes,,,,-25.2360,152.3364
137,1370,Burrum,Elliott River,13700150A,No,2,1,,,Yes,,-25.0625,152.2465
137,1370,Burrum,Elliott River,13700162A,No,2,1,,,Yes,,-24.9414,152.3380
137,1370,Burrum,Elliott River,13700177A,Yes,4,1,Yes,,,,-24.9218,152.4688
137,1370,Burrum,Elliott River,13700152A,No,12,1,,,,,-25.0379,152.2844
137,1370,Burrum,Elliott River,13700050A,No,4,1,,,,,-24.9859,152.2617
137,1371,Burrum,Gregory River,13710006A,No,2,1,,,Yes,,-25.1188,152.2705
137,1371,Burrum,Gregory River,13710058A,No,4,1,,,,,-25.0226,152.5133
137,1370,Burrum,Elliott River,13700064A,No,4,1,,,,,-24.9540,152.3345
137,1370,Burrum,Elliott River,13700160A,No,4,1,,,,,-24.9727,152.4453
137,1370,Burrum,Elliott River,13700211A,No,4,1,,,,,-24.9626,152.3784
137,1370,Burrum,Elliott River,13700190A,No,4,1,,,,,-25.0395,152.3641
137,1370,Burrum,Elliott River,13700190B,No,4,1,,,,,-25.0395,152.3641
137,1371,Burrum,Gregory River,13710022A,No,4,1,,,,,-25.1407,152.3330
137,1370,Burrum,Elliott River,13700257A,No,4,1,,,,,-24.9031,152.4717
137,1370,Burrum,Elliott River,13700237A,No,4,1,,,,,-24.9873,152.3897
137,1371,Burrum,Gregory River,13710007A,No,4,1,,,,,-25.1178,152.2690
137,1371,Burrum,Gregory River,13710056A,No,2,1,,,Yes,,-25.0770,152.3219
137,1370,Burrum,Elliott River,13700070A,No,4,1,,,,,-24.9308,152.3784
137,1370,Burrum,Elliott River,13700164A,No,4,1,,,,,-24.8118,152.4228
137,1371,Burrum,Gregory River,13710059A,No,4,1,,,,,-25.0929,152.5244
137,1370,Burrum,Elliott River,13700100B,No,4,1,,,,,-24.9356,152.4269
137,1370,Burrum,Elliott River,13700100A,No,4,1,,,,,-24.9356,152.4269
137,1370,Burrum,Elliott River,13700144A,No,4,1,,,,,-24.9259,152.4647
137,1370,Burrum,Elliott River,13700144B,No,4,1,,,,,-24.9259,152.4647
137,1370,Burrum,Elliott River,13700145C,No,4,1,,,,,-24.9159,152.4894
137,1370,Burrum,Elliott River,13700145B,No,4,1,,,,,-24.9159,152.4894
137,1370,Burrum,Elliott River,13700145A,No,4,1,,,,,-24.9159,152.4894
137,1370,Burrum,Elliott River,13700196B,Yes,4,1,,,,,-24.8234,152.4267
137,1370,Burrum,Elliott River,13700196A,Yes,4,1,,,,,-24.8234,152.4267
137,1370,Burrum,Elliott River,13700022A,No,4,1,,,,,-25.0521,152.3446
137,1370,Burrum,Elliott River,13600014A,No,2,1,,,Yes,,-24.8919,152.3914
137,1370,Burrum,Elliott River,13710044B,No,2,1,,,Yes,,-25.1111,152.5291
137,1370,Burrum,Elliott River,13710044A,No,4,1,,,,,-25.1111,152.5291
137,1370,Burrum,Elliott River,13700148C,No,4,1,,,,,-24.8054,152.4333
137,1370,Burrum,Elliott River,13700148A,No,4,1,,,,,-24.8054,152.4333
137,1370,Burrum,Elliott River,13700148B,No,4,1,,,,,-24.8054,152.4333
137,1370,Burrum,Elliott River,13700197B,Yes,4,1,,,,,-24.8222,152.4438
137,1370,Burrum,Elliott River,13700197A,Yes,4,1,,,,,-24.8222,152.4438
137,1370,Burrum,Elliott River,13700198B,Yes,4,1,,,,,-24.8341,152.4528
137,1370,Burrum,Elliott River,13700198A,Yes,4,1,,,,,-24.8341,152.4528
137,1370,Burrum,Elliott River,13700028A,No,4,1,,,,,-25.0233,152.3729
137,1370,Burrum,Elliott River,13700038A,No,4,1,,,,,-24.9748,152.4229
137,1370,Burrum,Elliott River,13700093A,No,12,1,,,,,-24.9096,152.3921
137,1370,Burrum,Elliott River,13700146A,No,4,1,,,,,-24.9511,152.4446
137,1371,Burrum,Gregory River,13710005A,No,3,1,,,,,-25.1824,152.2396
137,1370,Burrum,Elliott River,13700095B,No,4,1,,,,,-24.9114,152.4288
137,1370,Burrum,Elliott River,13700095A,No,4,1,,,,,-24.9114,152.4288
137,1370,Burrum,Elliott River,13700149B,No,4,1,,,,,-24.7878,152.4228
137,1370,Burrum,Elliott River,13700149C,No,4,1,,,,,-24.7878,152.4228
137,1370,Burrum,Elliott River,13700149A,No,4,1,,,,,-24.7878,152.4228
137,1370,Burrum,Elliott River,13700174A,No,4,1,,,,,-24.9272,152.3479
137,1370,Burrum,Elliott River,13700227A,No,4,1,,,,,-24.8054,152.4333
137,1370,Burrum,Elliott River,13700260A,No,4,1,,,,,-24.9314,152.3372
137,1370,Burrum,Elliott River,13600146A,No,12,1,,,,,-24.8577,152.4320
137,1370,Burrum,Elliott River,13600146B,No,12,1,,,,,-24.8577,152.4320
137,1371,Burrum,Gregory River,13710014A,No,3,1,,,,,-25.1940,152.2780
137,1370,Burrum,Elliott River,13700032A,No,12,1,,,,,-24.9912,152.4105
137,1371,Burrum,Gregory River,13710042A,No,4,1,,,,,-25.0706,152.2666
137,1370,Burrum,Elliott River,13700155A,Yes,4,1,,,,,-24.8686,152.4812
137,1370,Burrum,Elliott River,13700256A,No,4,1,,,,,-24.8657,152.4651
137,1370,Burrum,Elliott River,13700256B,No,4,1,,,,,-24.8657,152.4651
137,1370,Burrum,Elliott River,13700128A,No,4,1,,,,,-24.9161,152.3758
137,1371,Burrum,Gregory River,13710029A,No,4,1,,,,,-25.1187,152.3267
137,1371,Burrum,Gregory River,13710061A,No,12,1,Yes,,,,-25.1382,152.2586
137,1370,Burrum,Elliott River,13700031A,No,12,1,,,,,-24.9872,152.4261
137,1370,Burrum,Elliott River,13700037A,No,4,1,,,,,-24.9824,152.4019
137,1370,Burrum,Elliott River,13700041A,No,4,1,,,,,-24.9434,152.4718
137,1370,Burrum,Elliott River,13700165A,No,4,1,,,,,-24.8365,152.4542
137,1370,Burrum,Elliott River,13700251A,No,4,1,,,,,-24.9555,152.4390
137,1370,Burrum,Elliott River,13700073A,No,2,1,,,Yes,,-24.9507,152.2905
137,1371,Burrum,Gregory River,13710032A,No,12,1,,,,,-25.0878,152.2718
137,1370,Burrum,Elliott River,13700243B,No,4,1,,,,,-24.9172,152.4146
137,1370,Burrum,Elliott River,13700243A,No,2,1,,,Yes,,-24.9172,152.4146
137,1370,Burrum,Elliott River,13700171A,No,4,1,,,,,-24.8900,152.4247
137,1370,Burrum,Elliott River,13700069A,No,4,1,,,,,-24.9825,152.3570
137,1370,Burrum,Elliott River,13700240A,No,4,1,,,,,-24.9768,152.3224
137,1370,Burrum,Elliott River,13700072A,No,4,1,Yes,,,,-24.9082,152.3688
137,1370,Burrum,Elliott River,13700153A,No,4,1,,,,,-25.0245,152.2777
138,1380,Mary,Lower Mary River,13800048A,No,2,1,,,,KARANDAH GRANODIORITE,-26.0634,152.3051
138,1380,Mary,Lower Mary River,13800033A,No,0,0,Yes,,,,-25.3175,152.8036
138,1380,Mary,Lower Mary River,13800013A,No,2,1,,,,,-25.5889,152.6707
138,1380,Mary,Lower Mary River,13800046A,No,2,1,Yes,,,QUATERNARY - UNDEFINED,-26.0660,152.2364
138,1381,Mary,Upper Mary River,13810007A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.4228,152.7515
138,1380,Mary,Lower Mary River,13800045A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.1506,152.1863
138,1381,Mary,Upper Mary River,13810010A,No,2,1,Yes,,,QUATERNARY - UNDEFINED,-26.5883,152.7362
138,1380,Mary,Lower Mary River,13800021A,No,2,1,,,,,-25.6017,152.6836
138,1381,Mary,Upper Mary River,13810011A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.5879,152.7379
138,1380,Mary,Lower Mary River,13800047A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.0674,152.2366
138,1380,Mary,Lower Mary River,13800051A,No,2,1,Yes,,,QUATERNARY - UNDEFINED,-26.0264,152.4567
138,1381,Mary,Upper Mary River,13810009A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.4249,152.7496
138,1380,Mary,Lower Mary River,13800050A,No,2,1,,,,,-26.0111,152.3808
138,1381,Mary,Upper Mary River,13810006A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.4042,152.7284
138,1381,Mary,Upper Mary River,13810008A,No,2,1,Yes,,,QUATERNARY - UNDEFINED,-26.4235,152.7509
138,1380,Mary,Lower Mary River,13800044A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.1482,152.1896
138,1380,Mary,Lower Mary River,13800052A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.0626,152.3053
138,1381,Mary,Upper Mary River,13810005A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.3593,152.7292
139,1390,Fraser Island,Fraser Island,13900014A,No,2,1,,,,,-25.4477,153.0637
139,1390,Fraser Island,Fraser Island,65560A,No,2,1,,,,,-25.4495,153.0576
139,1390,Fraser Island,Fraser Island,13900004A,No,2,1,,,,,-25.5246,152.9945
139,1390,Fraser Island,Fraser Island,13900006A,No,2,1,,,,,-25.5714,153.0404
139,1390,Fraser Island,Fraser Island,13900009A,No,2,1,,,,,-25.4475,153.0625
139,1390,Fraser Island,Fraser Island,13900012X,No,2,1,,,,,-25.4478,153.0623
139,1390,Fraser Island,Fraser Island,13900001A,No,2,1,,,,,-25.4582,153.0112
139,1390,Fraser Island,Fraser Island,13900018A,No,2,1,,,,,-25.4740,153.0580
139,1390,Fraser Island,Fraser Island,13900008A,No,2,1,,,,,-25.5711,153.0404
139,1390,Fraser Island,Fraser Island,13900005A,No,2,1,,,,,-25.5413,153.0141
139,1390,Fraser Island,Fraser Island,13900017A,No,2,1,,,,,-25.5065,153.1173
139,1390,Fraser Island,Fraser Island,13900015A,No,2,1,,,,,-25.4570,153.0764
140,1400,Noosa,Noosa River,14000016A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9685,153.0615
140,140,Noosa,,14000009A,No,4,1,,,Yes,COOLOOLA SAND MASS PERCHED,-25.9295,153.0819
140,1400,Noosa,Noosa River,14000008A,No,4,1,Yes,,,COOLOOLA SAND MASS REGIONAL,-25.9293,153.0821
140,1400,Noosa,Noosa River,14000014A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9591,153.0761
140,1400,Noosa,Noosa River,14000010A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9435,153.0802
140,1400,Noosa,Noosa River,14000013B,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9742,153.0730
140,1400,Noosa,Noosa River,14000012A,No,4,1,Yes,,,COOLOOLA SAND MASS REGIONAL,-25.9426,153.0513
140,1400,Noosa,Noosa River,14000011A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9348,153.0707
140,1400,Noosa,Noosa River,14000013A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9742,153.0730
140,1400,Noosa,Noosa River,14000015A,No,4,1,,,,COOLOOLA SAND MASS REGIONAL,-25.9921,153.0888
141,1410,Maroochy,Maroochy River,14100092A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0481,153.1536
141,1410,Maroochy,Maroochy River,14100099A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0731,153.1946
141,1410,Maroochy,Maroochy River,14100085A,No,2,1,,,,QUAT SAND,-26.9677,153.1242
141,1410,Maroochy,Maroochy River,14100086A,No,2,1,,,,QUAT SAND,-26.9627,153.1448
141,1410,Maroochy,Maroochy River,14100090A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0073,153.1644
141,1410,Maroochy,Maroochy River,14100096A,No,2,1,Yes,,,QUAT SAND,-27.0789,153.1799
141,1410,Maroochy,Maroochy River,14100101A,No,0,0,Yes,,,,-27.0136,153.1418
141,1410,Maroochy,Maroochy River,14100094A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0854,153.1593
141,1410,Maroochy,Maroochy River,14100115A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0319,153.1515
141,1410,Maroochy,Maroochy River,14100098A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0704,153.2021
141,1410,Maroochy,Maroochy River,14100095A,No,2,1,,,,,-27.0813,153.1733
141,1410,Maroochy,Maroochy River,14100159A,No,2,1,,,Yes,QUATERNARY - UNDEFINED,-27.0486,153.1792
141,1410,Maroochy,Maroochy River,14100127A,No,2,1,,,Yes,QUATERNARY - UNDEFINED,-26.9448,153.1130
141,1410,Maroochy,Maroochy River,14100157A,No,2,1,,,,QUATERNARY - UNDEFINED,-26.9918,153.0959
141,1410,Maroochy,Maroochy River,14100129A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0149,153.1253
141,1410,Maroochy,Maroochy River,14100088A,No,2,1,Yes,,Yes,,-27.0136,153.1419
141,1410,Maroochy,Maroochy River,14100116A,No,2,1,,,,QUATERNARY - UNDEFINED,-27.0610,153.1540
141,1410,Maroochy,Maroochy River,14100155A,No,2,1,,,Yes,QUATERNARY - UNDEFINED,-26.9176,153.0985
141,1410,Maroochy,Maroochy River,14100153A,No,2,1,,,Yes,QUATERNARY - UNDEFINED,-27.0954,153.1829
141,1410,Maroochy,Maroochy River,14100123A,No,2,1,,,Yes,QUATERNARY - UNDEFINED,-26.9453,153.1130
143,1432,Brisbane,Lockyer Creek,14320939A,No,1,1,,,,KOUKANDOWIE FORMATION,-27.7319,152.3295
143,1432,Brisbane,Lockyer Creek,14320989A,No,4,1,,,,BLACKFELLOW CREEK ALLUVIUM,-27.7467,152.2178
143,1432,Brisbane,Lockyer Creek,14320463A,No,4,1,,,,LOCKYER CREEK ALLUVIUM,-27.5478,152.2646
143,1432,Brisbane,Lockyer Creek,14320834A,No,4,1,,,,LOCKYER CREEK ALLUVIUM,-27.4220,152.5316
143,1432,Brisbane,Lockyer Creek,14320329A,No,4,1,,,,LAIDLEY CREEK ALLUVIUM,-27.6599,152.3722
143,1431,Brisbane,Bremer River,14310238A,No,4,1,Yes,,,REYNOLDS CREEK ALLUVIUM,-27.9785,152.5809
143,1432,Brisbane,Lockyer Creek,14320785A,No,4,1,Yes,,,LAIDLEY CREEK ALLUVIUM,-27.7114,152.3603
143,1432,Brisbane,Lockyer Creek,14320963A,No,2,1,Yes,,,GATTON SANDSTONE,-27.5752,152.1717
143,1432,Brisbane,Lockyer Creek,14320519A,No,4,1,,,,LOCKYER CREEK ALLUVIUM,-27.5444,152.3159
143,1432,Brisbane,Lockyer Creek,14320972A,No,4,1,,,,TENTHILL CREEK ALLUVIUM,-27.6213,152.2298
143,1432,Brisbane,Lockyer Creek,14320864A,No,4,1,,,,TENTHILL CREEK ALLUVIUM,-27.6954,152.2181
143,1432,Brisbane,Lockyer Creek,56436A,No,4,1,,,,TENTHILL CREEK ALLUVIUM,-27.7422,152.2433
143,1431,Brisbane,Bremer River,14310245A,No,4,1,Yes,,,WARRILL CREEK ALLUVIUM,-27.7041,152.6771
143,1430,Brisbane,Brisbane River,14300078X,No,4,1,,,,,-27.1514,152.3134
143,1431,Brisbane,Bremer River,14310215A,No,1,1,,,,WALLOON COAL MEASURES,-27.8193,152.5641
143,1431,Brisbane,Bremer River,14310264A,No,4,1,,,Yes,WARRILL CREEK ALLUVIUM,-27.9782,152.4983
